Patch_Size,Features,Num_Indices,R2,RMSE,MAE,Huber,LogCosh,Time_s
8x8,Bands_13+0_Indices,0,0.4075,5.1202,2.768,2.3274,2.2084,10.5
8x8,Bands_13+1_Indices,1,0.3787,5.2434,2.9767,2.5203,2.3917,10.4
8x8,Bands_13+2_Indices,2,0.3133,5.5122,3.0438,2.5978,2.4754,10.4
8x8,Bands_13+3_Indices,3,0.2973,5.576,3.1741,2.7285,2.6006,5.9
8x8,Bands_13+4_Indices,4,0.5187,4.6147,2.8531,2.4143,2.2938,8.6
8x8,Bands_13+5_Indices,5,0.3733,5.2659,3.0078,2.5456,2.4173,8.1
