Patch_Size,Features,Num_Indices,R2,RMSE,MAE,Huber,LogCosh,Time_s
8x8,Bands_13+0_Indices,0,0.437,0.5379,0.3846,0.1373,0.1233,6.5
8x8,Bands_13+1_Indices,1,0.5565,0.4775,0.3587,0.1133,0.1029,16.6
8x8,Bands_13+2_Indices,2,0.5031,0.5054,0.3722,0.1245,0.1123,6.3
8x8,Bands_13+3_Indices,3,0.5554,0.4781,0.3515,0.1118,0.1014,9.0
8x8,Bands_13+4_Indices,4,0.5412,0.4856,0.3523,0.115,0.1043,5.9
8x8,Bands_13+5_Indices,5,0.536,0.4884,0.3594,0.1163,0.105,8.3
