Patch_Size,Features,Num_Indices,R2,RMSE,MAE,Huber,LogCosh,Time_s
32x32,Base_39Ch+0_Indices,0,-0.095,9.8894,7.2288,6.7447,6.5752,9.5
32x32,Base_39Ch+1_Indices,1,-0.2766,10.678,7.7509,7.2618,7.089,9.6
32x32,Base_39Ch+2_Indices,2,-0.1906,10.3121,7.5028,7.0237,6.8567,10.7
32x32,Base_39Ch+3_Indices,3,-0.101,9.9166,7.3716,6.8865,6.7114,11.2
32x32,Base_39Ch+4_Indices,4,-0.221,10.4427,7.6671,7.1852,7.0174,9.6
32x32,Base_39Ch+5_Indices,5,-0.1056,9.9372,7.3064,6.8227,6.6549,10.1
