Patch_Size,Features,Num_Indices,R2,RMSE,MAE,Huber,LogCosh,Time_s
32x32,Base_39Ch+0_Indices,0,-0.3956,3.4806,2.4281,1.9834,1.8674,13.6
32x32,Base_39Ch+1_Indices,1,-0.1933,3.2185,2.3117,1.8714,1.7551,12.3
32x32,Base_39Ch+2_Indices,2,-0.0244,2.982,2.1664,1.7338,1.6214,14.3
32x32,Base_39Ch+3_Indices,3,-0.0919,3.0787,2.1154,1.6777,1.5723,10.8
32x32,Base_39Ch+4_Indices,4,-0.2819,3.3358,2.4343,2.0007,1.8787,14.2
32x32,Base_39Ch+5_Indices,5,0.0368,2.8915,1.981,1.5632,1.4595,15.6
