Patch_Size,Features,Num_Indices,R2,RMSE,MAE,Huber,LogCosh,Time_s
32x32,Base_39Ch+0_Indices,0,0.236,0.5343,0.4281,0.1422,0.1286,27.6
32x32,Base_39Ch+1_Indices,1,0.6206,0.3765,0.3151,0.0709,0.0669,26.1
32x32,Base_39Ch+2_Indices,2,0.6338,0.3699,0.298,0.0682,0.0641,29.2
32x32,Base_39Ch+3_Indices,3,0.5636,0.4038,0.3331,0.0815,0.0769,18.0
32x32,Base_39Ch+4_Indices,4,0.6659,0.3533,0.3019,0.0624,0.0599,20.2
32x32,Base_39Ch+5_Indices,5,0.7718,0.292,0.2261,0.0426,0.0407,29.9
