target,target_label,feature,rho,abs_rho,p_value,n,p_adjusted,significant_bh
soc,"SOC, %",ts_s2_GNDVI_mean,0.05295888316479102,0.05295888316479102,0.08122128112273201,1085,0.11881513124239654,False
soc,"SOC, %",ts_s2_GNDVI_slope,0.0008106116328288758,0.0008106116328288758,0.978722751926131,1085,0.978722751926131,False
soc,"SOC, %",ts_s2_GNDVI_std,0.1759875506886735,0.1759875506886735,5.3521404781807976e-09,1085,2.686564632184871e-08,True
soc,"SOC, %",ts_s2_IRECI_cv,0.1528043768116277,0.1528043768116277,4.2545808062842007e-07,1085,1.5559609805839362e-06,True
soc,"SOC, %",ts_s2_IRECI_mean,0.1282668448515389,0.1282668448515389,2.258508606766421e-05,1085,6.42420225924671e-05,True
soc,"SOC, %",ts_s2_IRECI_slope,0.02258070401401963,0.02258070401401963,0.4574630191344922,1085,0.5300148894625561,False
soc,"SOC, %",ts_s2_IRECI_std,0.1456707329899988,0.1456707329899988,1.4464828844499858e-06,1085,4.77805959250576e-06,True
soc,"SOC, %",ts_s2_MSI_cv,0.23299119230399476,0.23299119230399476,7.668112120039578e-15,1085,8.922894103318782e-14,True
soc,"SOC, %",ts_s2_MSI_mean,0.036203741082941714,0.036203741082941714,0.23344037483830432,1085,0.29511474547459704,False
soc,"SOC, %",ts_s2_MSI_slope,-0.027528490115315482,0.027528490115315482,0.36499052980188573,1085,0.4356064131901294,False
soc,"SOC, %",ts_s2_MSI_std,0.25293332566353277,0.25293332566353277,2.6787632295410518e-17,1085,3.4705613443713544e-16,True
soc,"SOC, %",ts_s2_NBR_cv,0.06224969544173331,0.06224969544173331,0.04035577883897411,1085,0.06357587312478383,False
soc,"SOC, %",ts_s2_NBR_mean,-0.0036637193038640756,0.0036637193038640756,0.9040539796130845,1085,0.9294691517307214,False
soc,"SOC, %",ts_s2_NBR_slope,-0.04410691177941278,0.04410691177941278,0.1465337539646282,1085,0.19671646482401972,False
soc,"SOC, %",ts_s2_NBR_std,0.26063700228047665,0.26063700228047665,2.6249691961358516e-18,1085,3.839954938347303e-17,True
soc,"SOC, %",ts_s2_NDMI_cv,0.16071143168002244,0.16071143168002244,1.0248739947861153e-07,1085,4.0994959791444614e-07,True
soc,"SOC, %",ts_s2_NDMI_mean,0.006257245790238262,0.006257245790238262,0.8368893579061043,1085,0.8678827207523694,False
soc,"SOC, %",ts_s2_NDMI_slope,0.0152501054020146,0.0152501054020146,0.6158233164275121,1085,0.6737212350659961,False
soc,"SOC, %",ts_s2_NDMI_std,0.22356489954606865,0.22356489954606865,9.328051634876846e-14,1085,8.939253576340484e-13,True
soc,"SOC, %",ts_s2_NDRE_cv,0.07769340283196714,0.07769340283196714,0.010464511281063838,1085,0.019135106342516733,True
soc,"SOC, %",ts_s2_NDRE_mean,0.08750524432599624,0.08750524432599624,0.003919397612993945,1085,0.007869535599423137,True
soc,"SOC, %",ts_s2_NDRE_slope,-0.0016234380900839562,0.0016234380900839562,0.9574025513695217,1085,0.9630453954836838,False
soc,"SOC, %",ts_s2_NDRE_std,0.13465565873651342,0.13465565873651342,8.561483720055425e-06,1085,2.6566543422232593e-05,True
soc,"SOC, %",ts_s2_NDVI_cv,0.12252986649164213,0.12252986649164213,5.1954210125198685e-05,1085,0.0001343462403237461,True
soc,"SOC, %",ts_s2_NDVI_mean,0.08704194161561027,0.08704194161561027,0.004114514861488391,1085,0.008133712776378595,True
soc,"SOC, %",ts_s2_NDVI_slope,0.017000808902439952,0.017000808902439952,0.5758953649383324,1085,0.6382217031351216,False
soc,"SOC, %",ts_s2_NDVI_std,0.14922544155108522,0.14922544155108522,7.917465318649467e-07,1085,2.7632468431235396e-06,True
soc,"SOC, %",ts_s2_NDWI_cv,0.19818949621387558,0.19818949621387558,4.5140148107367126e-11,1085,3.209966087634996e-10,True
soc,"SOC, %",ts_s2_NDWI_mean,-0.01318582790575694,0.01318582790575694,0.6643968934751262,1085,0.7161499146510834,False
soc,"SOC, %",ts_s2_NDWI_slope,-0.09284759363988135,0.09284759363988135,0.0022028392253326257,1085,0.004738881022564304,True
soc,"SOC, %",ts_s2_NDWI_std,0.22982403099362092,0.22982403099362092,1.797475151878562e-14,1085,1.9581005909826036e-13,True
soc,"SOC, %",ts_s2_PSRI_cv,0.22599626890821092,0.22599626890821092,4.94901834202841e-14,1085,4.968426257095187e-13,True
soc,"SOC, %",ts_s2_PSRI_mean,-0.3094341974317183,0.3094341974317183,1.6619282603211197e-25,1085,7.090893910703444e-24,True
soc,"SOC, %",ts_s2_PSRI_slope,-0.045814727304757275,0.045814727304757275,0.13151378148259935,1085,0.17869609478537946,False
soc,"SOC, %",ts_s2_PSRI_std,0.18007587205530642,0.18007587205530642,2.320174939652233e-09,1085,1.2374266344811909e-08,True
soc,"SOC, %",ts_s2_RENDVI_cv,0.13221978448732166,0.13221978448732166,1.2458362120385735e-05,1085,3.730223044232454e-05,True
soc,"SOC, %",ts_s2_RENDVI_mean,0.07252172666574466,0.07252172666574466,0.016884617933219073,1085,0.029304828412909035,True
soc,"SOC, %",ts_s2_RENDVI_slope,0.05725315969112437,0.05725315969112437,0.059395568101464104,1085,0.09050753234508815,False
soc,"SOC, %",ts_s2_RENDVI_std,0.17881268855994847,0.17881268855994847,3.010114729927742e-09,1085,1.5888440636319626e-08,True
soc,"SOC, %",ts_s2_S2REP_cv,0.10892000080959434,0.10892000080959434,0.0003252455375444998,1085,0.0007818108695905347,True
soc,"SOC, %",ts_s2_S2REP_mean,0.03330056709414474,0.03330056709414474,0.2731058144974985,1085,0.33857185719786737,False
soc,"SOC, %",ts_s2_S2REP_slope,0.04112921905880675,0.04112921905880675,0.17580642346673883,1085,0.22904042955463175,False
soc,"SOC, %",ts_s2_S2REP_std,0.10886068019359313,0.10886068019359313,0.0003277140557999415,1085,0.0007840635353718226,True
soc,"SOC, %",ts_s2_SAVI_cv,0.12252986649164213,0.12252986649164213,5.1954210125198685e-05,1085,0.0001343462403237461,True
soc,"SOC, %",ts_s2_SAVI_mean,0.08704194161561027,0.08704194161561027,0.004114514861488391,1085,0.008133712776378595,True
soc,"SOC, %",ts_s2_SAVI_slope,0.017000808902439952,0.017000808902439952,0.5758953649383324,1085,0.6382217031351216,False
soc,"SOC, %",ts_s2_SAVI_std,0.14917408207681135,0.14917408207681135,7.987510405903982e-07,1085,2.7632468431235396e-06,True
soc,"SOC, %",ts_spectral_BSI_cv,0.14670701219016005,0.14670701219016005,1.2152001801486272e-06,1085,4.093305869974324e-06,True
soc,"SOC, %",ts_spectral_BSI_mean,-0.0028761916903732834,0.0028761916903732834,0.9246080519369356,1085,0.9392843702216489,False
soc,"SOC, %",ts_spectral_BSI_slope,-0.06651515103620212,0.06651515103620212,0.028461481633364743,1085,0.0462612018929611,True
soc,"SOC, %",ts_spectral_BSI_std,0.19502188817670665,0.19502188817670665,9.245955718196113e-11,1085,6.397201794211364e-10,True
soc,"SOC, %",ts_spectral_EVI_cv,0.13163210363240682,0.13163210363240682,1.3625157146750822e-05,1085,3.941288394992328e-05,True
soc,"SOC, %",ts_spectral_EVI_mean,0.16880585317105437,0.16880585317105437,2.2172437557366898e-08,1085,1.0046272592364471e-07,True
soc,"SOC, %",ts_spectral_EVI_slope,0.014976981341881253,0.014976981341881253,0.6221603867512898,1085,0.6748858432556364,False
soc,"SOC, %",ts_spectral_EVI_std,0.16586860568376,0.16586860568376,3.8979692524660225e-08,1085,1.7354437019674813e-07,True
soc,"SOC, %",ts_spectral_GNDVI_cv,0.13206428124114303,0.13206428124114303,1.2757481477868995e-05,1085,3.732474580953672e-05,True
soc,"SOC, %",ts_spectral_GNDVI_mean,0.05295888316479102,0.05295888316479102,0.08122128112273201,1085,0.11881513124239654,False
soc,"SOC, %",ts_spectral_GNDVI_slope,0.0008106116328288758,0.0008106116328288758,0.978722751926131,1085,0.978722751926131,False
soc,"SOC, %",ts_spectral_GNDVI_std,0.1759875506886735,0.1759875506886735,5.3521404781807976e-09,1085,2.686564632184871e-08,True
soc,"SOC, %",ts_spectral_NDRE_cv,0.07769340283196714,0.07769340283196714,0.010464511281063838,1085,0.019135106342516733,True
soc,"SOC, %",ts_spectral_NDRE_mean,0.08750524432599624,0.08750524432599624,0.003919397612993945,1085,0.007869535599423137,True
soc,"SOC, %",ts_spectral_NDRE_slope,-0.0016234380900839562,0.0016234380900839562,0.9574025513695217,1085,0.9630453954836838,False
soc,"SOC, %",ts_spectral_NDRE_std,0.13465565873651342,0.13465565873651342,8.561483720055425e-06,1085,2.6566543422232593e-05,True
soc,"SOC, %",ts_spectral_NDVI_cv,0.12252986649164213,0.12252986649164213,5.1954210125198685e-05,1085,0.0001343462403237461,True
soc,"SOC, %",ts_spectral_NDVI_mean,0.08704194161561027,0.08704194161561027,0.004114514861488391,1085,0.008133712776378595,True
soc,"SOC, %",ts_spectral_NDVI_slope,0.017000808902439952,0.017000808902439952,0.5758953649383324,1085,0.6382217031351216,False
soc,"SOC, %",ts_spectral_NDVI_std,0.14922544155108522,0.14922544155108522,7.917465318649467e-07,1085,2.7632468431235396e-06,True
soc,"SOC, %",ts_spectral_SAVI_cv,0.12252986649164213,0.12252986649164213,5.1954210125198685e-05,1085,0.0001343462403237461,True
soc,"SOC, %",ts_spectral_SAVI_mean,0.08704194161561027,0.08704194161561027,0.004114514861488391,1085,0.008133712776378595,True
soc,"SOC, %",ts_spectral_SAVI_slope,0.017000808902439952,0.017000808902439952,0.5758953649383324,1085,0.6382217031351216,False
soc,"SOC, %",ts_spectral_SAVI_std,0.14917408207681135,0.14917408207681135,7.987510405903982e-07,1085,2.7632468431235396e-06,True
soc,"SOC, %",delta_l8_GNDVI_late_summer_to_autumn,-0.041471456544943816,0.041471456544943816,0.20420299841796286,939,0.26269330449747985,False
soc,"SOC, %",delta_l8_GNDVI_spring_to_autumn,-0.16646817581907306,0.16646817581907306,2.8952166090096195e-07,939,1.0664394991459894e-06,True
soc,"SOC, %",delta_l8_GNDVI_spring_to_summer,-0.02407626068102369,0.02407626068102369,0.42821096213472337,1085,0.49941688522318534,False
soc,"SOC, %",delta_l8_GNDVI_summer_to_late_summer,0.006456396595491306,0.006456396595491306,0.8317743103569373,1085,0.8655862741925852,False
soc,"SOC, %",delta_l8_NDVI_late_summer_to_autumn,-0.04593872288239341,0.04593872288239341,0.15955412578815334,939,0.21000440206564142,False
soc,"SOC, %",delta_l8_NDVI_spring_to_autumn,-0.14522698161502487,0.14522698161502487,7.89597381085592e-06,939,2.480207724636952e-05,True
soc,"SOC, %",delta_l8_NDVI_spring_to_summer,-0.030788180300921626,0.030788180300921626,0.31095819796880697,1085,0.3808865965550937,False
soc,"SOC, %",delta_l8_NDVI_summer_to_late_summer,-0.025756404859760725,0.025756404859760725,0.39668216860004357,1085,0.4679752772424477,False
soc,"SOC, %",delta_l8_SAVI_late_summer_to_autumn,0.009437865165222947,0.009437865165222947,0.7727139864581279,939,0.8140525947871636,False
soc,"SOC, %",delta_l8_SAVI_spring_to_autumn,-0.07912788751125392,0.07912788751125392,0.015295818508235751,939,0.026912230502462903,True
soc,"SOC, %",delta_l8_SAVI_spring_to_summer,-0.04654781758303349,0.04654781758303349,0.12544409163868445,1085,0.17265423365324312,False
soc,"SOC, %",delta_l8_SAVI_summer_to_late_summer,0.008054808580275347,0.008054808580275347,0.7909951853068241,1085,0.8298965878628974,False
soc,"SOC, %",delta_s2_BSI_late_summer_to_autumn,-0.030790347097228023,0.030790347097228023,0.3299817263879419,1003,0.3975309268485323,False
soc,"SOC, %",delta_s2_BSI_spring_to_autumn,-0.0780420655555174,0.0780420655555174,0.013424857214427478,1003,0.023783830082307503,True
soc,"SOC, %",delta_s2_BSI_spring_to_summer,-0.099841816379955,0.099841816379955,0.0009906667099463598,1085,0.002205310241271897,True
soc,"SOC, %",delta_s2_BSI_summer_to_late_summer,0.10184056140656596,0.10184056140656596,0.0007810295542803259,1085,0.001785210409783602,True
soc,"SOC, %",delta_s2_Cl_Red_Edge_late_summer_to_autumn,-0.10398244096449076,0.10398244096449076,0.0009738327706103741,1003,0.0021964862491300067,True
soc,"SOC, %",delta_s2_Cl_Red_Edge_spring_to_autumn,0.05201622515348147,0.05201622515348147,0.09967662009968821,1003,0.14295358400851643,False
soc,"SOC, %",delta_s2_Cl_Red_Edge_spring_to_summer,0.16397583836010732,0.16397583836010732,5.577719544535822e-08,1085,2.4201630566121534e-07,True
soc,"SOC, %",delta_s2_Cl_Red_Edge_summer_to_late_summer,-0.057920461368086984,0.057920461368086984,0.0564864347124648,1085,0.08685001373207801,False
soc,"SOC, %",delta_s2_EVI_late_summer_to_autumn,0.0027958534969349303,0.0027958534969349303,0.9295310004719439,1003,0.9405531071969077,False
soc,"SOC, %",delta_s2_EVI_spring_to_autumn,0.053264443817656666,0.053264443817656666,0.09179817374885305,1003,0.13202433977363134,False
soc,"SOC, %",delta_s2_EVI_spring_to_summer,0.1858491669524507,0.1858491669524507,6.893738866135417e-10,1085,3.965836291529588e-09,True
soc,"SOC, %",delta_s2_EVI_summer_to_late_summer,-0.14657653975166862,0.14657653975166862,1.242233230275796e-06,1085,4.130022168189659e-06,True
soc,"SOC, %",delta_s2_GNDVI_late_summer_to_autumn,-0.26700251638540884,0.26700251638540884,7.826202584896012e-18,1003,1.0544778219649364e-16,True
soc,"SOC, %",delta_s2_GNDVI_spring_to_autumn,0.061086865702538413,0.061086865702538413,0.053109971171728367,1003,0.08240092496946946,False
soc,"SOC, %",delta_s2_GNDVI_spring_to_summer,0.1271853568997141,0.1271853568997141,2.649810521518825e-05,1085,7.379784454358512e-05,True
soc,"SOC, %",delta_s2_GNDVI_summer_to_late_summer,0.09615782038198094,0.09615782038198094,0.0015187612953926342,1085,0.0033089607797490584,True
soc,"SOC, %",delta_s2_NDRE_late_summer_to_autumn,-0.13035714734914297,0.13035714734914297,3.4584478844207185e-05,1003,9.368917020229672e-05,True
soc,"SOC, %",delta_s2_NDRE_spring_to_autumn,0.025650846226980068,0.025650846226980068,0.41708587609143116,1003,0.48950801109378633,False
soc,"SOC, %",delta_s2_NDRE_spring_to_summer,0.1343587500013318,0.1343587500013318,8.965158635841181e-06,1085,2.7485995338626856e-05,True
soc,"SOC, %",delta_s2_NDRE_summer_to_late_summer,-0.022524331794866043,0.022524331794866043,0.45858710162482885,1085,0.5300148894625561,False
soc,"SOC, %",delta_s2_NDVI_late_summer_to_autumn,-0.08899909671722596,0.08899909671722596,0.004791880646675693,1003,0.00918892468576013,True
soc,"SOC, %",delta_s2_NDVI_spring_to_autumn,0.05638551726816891,0.05638551726816891,0.07427225079140337,1003,0.10958902710431852,False
soc,"SOC, %",delta_s2_NDVI_spring_to_summer,0.15509474509007629,0.15509474509007629,2.8376167774773913e-07,1085,1.052796949324945e-06,True
soc,"SOC, %",delta_s2_NDVI_summer_to_late_summer,-0.04391441485221298,0.04391441485221298,0.14830577230873362,1085,0.19671646482401972,False
soc,"SOC, %",delta_s2_SAVI_late_summer_to_autumn,-0.08899909671722596,0.08899909671722596,0.004791880646675693,1003,0.00918892468576013,True
soc,"SOC, %",delta_s2_SAVI_spring_to_autumn,0.05638551726816891,0.05638551726816891,0.07427225079140337,1003,0.10958902710431852,False
soc,"SOC, %",delta_s2_SAVI_spring_to_summer,0.15509474509007629,0.15509474509007629,2.8376167774773913e-07,1085,1.052796949324945e-06,True
soc,"SOC, %",delta_s2_SAVI_summer_to_late_summer,-0.04391441485221298,0.04391441485221298,0.14830577230873362,1085,0.19671646482401972,False
soc,"SOC, %",delta_spectral_BSI_late_summer_to_autumn,-0.030790347097228023,0.030790347097228023,0.3299817263879419,1003,0.3975309268485323,False
soc,"SOC, %",delta_spectral_BSI_spring_to_autumn,-0.0780420655555174,0.0780420655555174,0.013424857214427478,1003,0.023783830082307503,True
soc,"SOC, %",delta_spectral_BSI_spring_to_summer,-0.099841816379955,0.099841816379955,0.0009906667099463598,1085,0.002205310241271897,True
soc,"SOC, %",delta_spectral_BSI_summer_to_late_summer,0.10184056140656596,0.10184056140656596,0.0007810295542803259,1085,0.001785210409783602,True
soc,"SOC, %",delta_spectral_EVI_late_summer_to_autumn,0.0027958534969349303,0.0027958534969349303,0.9295310004719439,1003,0.9405531071969077,False
soc,"SOC, %",delta_spectral_EVI_spring_to_autumn,0.053264443817656666,0.053264443817656666,0.09179817374885305,1003,0.13202433977363134,False
soc,"SOC, %",delta_spectral_EVI_spring_to_summer,0.1858491669524507,0.1858491669524507,6.893738866135417e-10,1085,3.965836291529588e-09,True
soc,"SOC, %",delta_spectral_EVI_summer_to_late_summer,-0.14657653975166862,0.14657653975166862,1.242233230275796e-06,1085,4.130022168189659e-06,True
soc,"SOC, %",delta_spectral_GNDVI_late_summer_to_autumn,-0.26700251638540884,0.26700251638540884,7.826202584896012e-18,1003,1.0544778219649364e-16,True
soc,"SOC, %",delta_spectral_GNDVI_spring_to_autumn,0.061086865702538413,0.061086865702538413,0.053109971171728367,1003,0.08240092496946946,False
soc,"SOC, %",delta_spectral_GNDVI_spring_to_summer,0.1271853568997141,0.1271853568997141,2.649810521518825e-05,1085,7.379784454358512e-05,True
soc,"SOC, %",delta_spectral_GNDVI_summer_to_late_summer,0.09615782038198094,0.09615782038198094,0.0015187612953926342,1085,0.0033089607797490584,True
soc,"SOC, %",delta_spectral_NDRE_late_summer_to_autumn,-0.13035714734914297,0.13035714734914297,3.4584478844207185e-05,1003,9.368917020229672e-05,True
soc,"SOC, %",delta_spectral_NDRE_spring_to_autumn,0.025650846226980068,0.025650846226980068,0.41708587609143116,1003,0.48950801109378633,False
soc,"SOC, %",delta_spectral_NDRE_spring_to_summer,0.1343587500013318,0.1343587500013318,8.965158635841181e-06,1085,2.7485995338626856e-05,True
soc,"SOC, %",delta_spectral_NDRE_summer_to_late_summer,-0.022524331794866043,0.022524331794866043,0.45858710162482885,1085,0.5300148894625561,False
soc,"SOC, %",delta_spectral_NDVI_late_summer_to_autumn,-0.08899909671722596,0.08899909671722596,0.004791880646675693,1003,0.00918892468576013,True
soc,"SOC, %",delta_spectral_NDVI_spring_to_autumn,0.05638551726816891,0.05638551726816891,0.07427225079140337,1003,0.10958902710431852,False
soc,"SOC, %",delta_spectral_NDVI_spring_to_summer,0.15509474509007629,0.15509474509007629,2.8376167774773913e-07,1085,1.052796949324945e-06,True
soc,"SOC, %",delta_spectral_NDVI_summer_to_late_summer,-0.04391441485221298,0.04391441485221298,0.14830577230873362,1085,0.19671646482401972,False
soc,"SOC, %",delta_spectral_SAVI_late_summer_to_autumn,-0.08899909671722596,0.08899909671722596,0.004791880646675693,1003,0.00918892468576013,True
soc,"SOC, %",delta_spectral_SAVI_spring_to_autumn,0.05638551726816891,0.05638551726816891,0.07427225079140337,1003,0.10958902710431852,False
soc,"SOC, %",delta_spectral_SAVI_spring_to_summer,0.15509474509007629,0.15509474509007629,2.8376167774773913e-07,1085,1.052796949324945e-06,True
soc,"SOC, %",delta_spectral_SAVI_summer_to_late_summer,-0.04391441485221298,0.04391441485221298,0.14830577230873362,1085,0.19671646482401972,False
soc,"SOC, %",range_l8_GNDVI,-0.009721767264976124,0.009721767264976124,0.7490691429011291,1085,0.7990070857612044,False
soc,"SOC, %",range_l8_NDVI,-0.03216624782081589,0.03216624782081589,0.289787668229428,1085,0.35752117140594486,False
soc,"SOC, %",range_l8_SAVI,-0.030870316900183863,0.030870316900183863,0.30966851958264324,1085,0.38021650366022386,False
soc,"SOC, %",range_s2_BSI,0.1845830162506959,0.1845830162506959,9.026103355995077e-10,1085,4.969209589537075e-09,True
soc,"SOC, %",range_s2_Cl_Red_Edge,0.16916512496683117,0.16916512496683117,2.067985369885129e-08,1085,9.538815399830504e-08,True
soc,"SOC, %",range_s2_EVI,0.15592884044516517,0.15592884044516517,2.4448658679691596e-07,1085,9.341577047762759e-07,True
soc,"SOC, %",range_s2_GNDVI,0.1849400026862367,0.1849400026862367,8.367247837444565e-10,1085,4.707726255792986e-09,True
soc,"SOC, %",range_s2_NDRE,0.12624869307247158,0.12624869307247158,3.0399603637274495e-05,1085,8.368062936712119e-05,True
soc,"SOC, %",range_s2_NDVI,0.16281613089765518,0.16281613089765518,6.933070365369321e-08,1085,2.9096164156304035e-07,True
soc,"SOC, %",range_s2_SAVI,0.16281613089765518,0.16281613089765518,6.933070365369321e-08,1085,2.9096164156304035e-07,True
soc,"SOC, %",range_spectral_BSI,0.1845830162506959,0.1845830162506959,9.026103355995077e-10,1085,4.969209589537075e-09,True
soc,"SOC, %",range_spectral_EVI,0.15592884044516517,0.15592884044516517,2.4448658679691596e-07,1085,9.341577047762759e-07,True
soc,"SOC, %",range_spectral_GNDVI,0.1849400026862367,0.1849400026862367,8.367247837444565e-10,1085,4.707726255792986e-09,True
soc,"SOC, %",range_spectral_NDRE,0.12624869307247158,0.12624869307247158,3.0399603637274495e-05,1085,8.368062936712119e-05,True
soc,"SOC, %",range_spectral_NDVI,0.16281613089765518,0.16281613089765518,6.933070365369321e-08,1085,2.9096164156304035e-07,True
soc,"SOC, %",range_spectral_SAVI,0.16281613089765518,0.16281613089765518,6.933070365369321e-08,1085,2.9096164156304035e-07,True
no3,"NO₃, mg/kg",s2_B11_autumn,-0.3364234580839915,0.3364234580839915,5.792610894723416e-28,1003,1.0984506585549589e-26,True
no3,"NO₃, mg/kg",s2_B11_late_summer,-0.3328873198136927,0.3328873198136927,1.7321437612939952e-29,1085,3.8559026338370677e-28,True
no3,"NO₃, mg/kg",s2_B11_spring,-0.27833493002630827,0.27833493002630827,9.379291571437939e-21,1085,6.763658147290458e-20,True
no3,"NO₃, mg/kg",s2_B11_summer,-0.09787913703802169,0.09787913703802169,0.0012461036839268255,1085,0.0018073798475085967,True
no3,"NO₃, mg/kg",s2_B12_autumn,-0.333596402160425,0.333596402160425,1.699246993230345e-27,1003,3.107194501906917e-26,True
no3,"NO₃, mg/kg",s2_B12_late_summer,-0.20690602854021803,0.20690602854021803,5.897881549296385e-12,1085,1.8412898495364322e-11,True
no3,"NO₃, mg/kg",s2_B12_spring,-0.154163893989218,0.154163893989218,3.3477604337750086e-07,1085,6.348345711454831e-07,True
no3,"NO₃, mg/kg",s2_B12_summer,0.13050637030293413,0.13050637030293413,1.6156980420680702e-05,1085,2.694584356804078e-05,True
no3,"NO₃, mg/kg",s2_B2_autumn,-0.20537554795091054,0.20537554795091054,5.1585561204088556e-11,1003,1.368487426761313e-10,True
no3,"NO₃, mg/kg",s2_B2_late_summer,-0.020010622222039275,0.020010622222039275,0.5102536390498793,1085,0.5523252921639286,False
no3,"NO₃, mg/kg",s2_B2_spring,-0.1662891017171156,0.1662891017171156,3.5976956679845555e-08,1085,7.580329967111492e-08,True
no3,"NO₃, mg/kg",s2_B2_summer,0.17756530643379295,0.17756530643379295,3.885422578626814e-09,1085,8.574725690762624e-09,True
no3,"NO₃, mg/kg",s2_B3_autumn,-0.2075251740347377,0.2075251740347377,3.211287773955333e-11,1003,8.608268797199636e-11,True
no3,"NO₃, mg/kg",s2_B3_late_summer,-0.07062688078199117,0.07062688078199117,0.019985128744135792,1085,0.02664683832551439,True
no3,"NO₃, mg/kg",s2_B3_spring,-0.18335012250335472,0.18335012250335472,1.1713464946454235e-09,1085,2.7765250243447077e-09,True
no3,"NO₃, mg/kg",s2_B3_summer,0.011363862271541618,0.011363862271541618,0.708479680629868,1085,0.7372796676473423,False
no3,"NO₃, mg/kg",s2_B4_autumn,-0.26285039904580954,0.26285039904580954,2.5970454253085936e-17,1003,1.3036149585862743e-16,True
no3,"NO₃, mg/kg",s2_B4_late_summer,-0.15074932486087825,0.15074932486087825,6.088381979499991e-07,1085,1.1213135156489191e-06,True
no3,"NO₃, mg/kg",s2_B4_spring,-0.21230922171194877,0.21230922171194877,1.594999169524686e-12,1085,5.103997342478995e-12,True
no3,"NO₃, mg/kg",s2_B4_summer,0.09502897573058312,0.09502897573058312,0.0017263053932434517,1085,0.0024897700319454854,True
no3,"NO₃, mg/kg",s2_B5_autumn,-0.2681547848909962,0.2681547848909962,5.589285538429947e-18,1003,3.144740874369377e-17,True
no3,"NO₃, mg/kg",s2_B5_late_summer,-0.20596098440060637,0.20596098440060637,7.386667410267373e-12,1085,2.2246904200334676e-11,True
no3,"NO₃, mg/kg",s2_B5_spring,-0.24761599447238772,0.24761599447238772,1.272522354196604e-16,1085,5.869652660798751e-16,True
no3,"NO₃, mg/kg",s2_B5_summer,-0.10607516187429318,0.10607516187429318,0.0004654388028937978,1085,0.0007008960796518367,True
no3,"NO₃, mg/kg",s2_B6_autumn,-0.19821141026579828,0.19821141026579828,2.412311422541017e-10,1003,6.084253440103452e-10,True
no3,"NO₃, mg/kg",s2_B6_late_summer,-0.10567718055504362,0.10567718055504362,0.0004890357316961363,1085,0.0007321236685041572,True
no3,"NO₃, mg/kg",s2_B6_spring,-0.31587855013687827,0.31587855013687827,1.4502999583016787e-26,1085,2.3953341246789015e-25,True
no3,"NO₃, mg/kg",s2_B6_summer,-0.2783686710322324,0.2783686710322324,9.275347695046703e-21,1085,6.763658147290458e-20,True
no3,"NO₃, mg/kg",s2_B7_autumn,-0.19861555236334394,0.19861555236334394,2.2146272608233907e-10,1003,5.613312661096911e-10,True
no3,"NO₃, mg/kg",s2_B7_late_summer,-0.11525632354643871,0.11525632354643871,0.0001419320832696568,1085,0.00022780321828860274,True
no3,"NO₃, mg/kg",s2_B7_spring,-0.3350827026527841,0.3350827026527841,7.040609786557805e-30,1085,1.7165677193893314e-28,True
no3,"NO₃, mg/kg",s2_B7_summer,-0.27884055182560985,0.27884055182560985,7.9354723882377e-21,1085,6.064122183250303e-20,True
no3,"NO₃, mg/kg",s2_B8_autumn,-0.20897434899947417,0.20897434899947417,2.3261520281358494e-11,1003,6.301533536537327e-11,True
no3,"NO₃, mg/kg",s2_B8_late_summer,-0.11572508956859259,0.11572508956859259,0.00013325914643915496,1085,0.00021523243841276764,True
no3,"NO₃, mg/kg",s2_B8_spring,-0.34353688705693874,0.34353688705693874,2.0519112583432543e-31,1085,6.17987390748086e-30,True
no3,"NO₃, mg/kg",s2_B8_summer,-0.2628005511672593,0.2628005511672593,1.3480757014778832e-18,1085,7.84334953587132e-18,True
no3,"NO₃, mg/kg",s2_B8A_autumn,-0.21353481626734772,0.21353481626734772,8.303269391673435e-12,1003,2.4861251044074846e-11,True
no3,"NO₃, mg/kg",s2_B8A_late_summer,-0.13417381845186394,0.13417381845186394,9.225701309900175e-06,1085,1.5538023258779244e-05,True
no3,"NO₃, mg/kg",s2_B8A_spring,-0.3413830016148576,0.3413830016148576,5.103585985329335e-31,1085,1.375282118151905e-29,True
no3,"NO₃, mg/kg",s2_B8A_summer,-0.28189054708292144,0.28189054708292144,2.873728924541544e-21,1085,2.445117242341329e-20,True
no3,"NO₃, mg/kg",s2_BSI_autumn,-0.05648052629755814,0.05648052629755814,0.07378488253939662,1003,0.09327866632141005,False
no3,"NO₃, mg/kg",s2_BSI_late_summer,-0.10355860055149207,0.10355860055149207,0.0006345286090457817,1085,0.0009335593328489661,True
no3,"NO₃, mg/kg",s2_BSI_spring,-0.005349661858447209,0.005349661858447209,0.8602841528414925,1085,0.8809309725096883,False
no3,"NO₃, mg/kg",s2_BSI_summer,0.20469536312074904,0.20469536312074904,9.968398901474775e-12,1085,2.8673147401994856e-11,True
no3,"NO₃, mg/kg",s2_Cl_Red_Edge_autumn,0.18673108897869609,0.18673108897869609,2.5391140936371055e-09,1003,5.676971248655886e-09,True
no3,"NO₃, mg/kg",s2_Cl_Red_Edge_late_summer,0.04301054394449285,0.04301054394449285,0.15684550357217872,1085,0.18675557634640816,False
no3,"NO₃, mg/kg",s2_Cl_Red_Edge_spring,-0.11034744879608506,0.11034744879608506,0.0002708345993780015,1085,0.0004202039844895054,True
