target,feature,rho,abs_rho,n,group,short
ph,s2_B11_autumn,-0.010268535648876828,0.010268535648876828,1003,Spectral,B11_autumn
ph,s2_B11_late_summer,-0.14229026331817077,0.14229026331817077,1085,Spectral,B11_late_summer
ph,s2_B11_spring,-0.11730280970926459,0.11730280970926459,1085,Spectral,B11_spring
ph,s2_B11_summer,0.27586365747825087,0.27586365747825087,1085,Spectral,B11_summer
ph,s2_B12_autumn,-0.030478677695233426,0.030478677695233426,1003,Spectral,B12_autumn
ph,s2_B12_late_summer,-0.07733224251949775,0.07733224251949775,1085,Spectral,B12_late_summer
ph,s2_B12_spring,-0.10481162928181804,0.10481162928181804,1085,Spectral,B12_spring
ph,s2_B12_summer,0.2525877562481765,0.2525877562481765,1085,Spectral,B12_summer
ph,s2_B2_autumn,0.18752294484981338,0.18752294484981338,1003,Spectral,B2_autumn
ph,s2_B2_late_summer,0.3950806488736105,0.3950806488736105,1085,Spectral,B2_late_summer
ph,s2_B2_spring,0.32688097450845094,0.32688097450845094,1085,Spectral,B2_spring
ph,s2_B2_summer,0.5750730610187225,0.5750730610187225,1085,Spectral,B2_summer
ph,s2_B3_autumn,0.19851672395903816,0.19851672395903816,1003,Spectral,B3_autumn
ph,s2_B3_late_summer,0.3849737929816494,0.3849737929816494,1085,Spectral,B3_late_summer
ph,s2_B3_spring,0.34258954830254396,0.34258954830254396,1085,Spectral,B3_spring
ph,s2_B3_summer,0.5998225947533997,0.5998225947533997,1085,Spectral,B3_summer
ph,s2_B4_autumn,0.08108621747553306,0.08108621747553306,1003,Spectral,B4_autumn
ph,s2_B4_late_summer,0.25266234456297654,0.25266234456297654,1085,Spectral,B4_late_summer
ph,s2_B4_spring,0.33152317318760977,0.33152317318760977,1085,Spectral,B4_spring
ph,s2_B4_summer,0.544910925663468,0.544910925663468,1085,Spectral,B4_summer
ph,s2_B5_autumn,0.10237822918811983,0.10237822918811983,1003,Spectral,B5_autumn
ph,s2_B5_late_summer,0.18747108129436274,0.18747108129436274,1085,Spectral,B5_late_summer
ph,s2_B5_spring,0.30341501774005775,0.30341501774005775,1085,Spectral,B5_spring
ph,s2_B5_summer,0.5061085484544813,0.5061085484544813,1085,Spectral,B5_summer
ph,s2_B6_autumn,0.09892076439729804,0.09892076439729804,1003,Spectral,B6_autumn
ph,s2_B6_late_summer,-0.017005866741064777,0.017005866741064777,1085,Spectral,B6_late_summer
ph,s2_B6_spring,0.22678847328267746,0.22678847328267746,1085,Spectral,B6_spring
ph,s2_B6_summer,-0.045588351574438815,0.045588351574438815,1085,Spectral,B6_summer
ph,s2_B7_autumn,0.07775845665644206,0.07775845665644206,1003,Spectral,B7_autumn
ph,s2_B7_late_summer,-0.06129434359240099,0.06129434359240099,1085,Spectral,B7_late_summer
ph,s2_B7_spring,0.20747723149303857,0.20747723149303857,1085,Spectral,B7_spring
ph,s2_B7_summer,-0.11733830323120956,0.11733830323120956,1085,Spectral,B7_summer
ph,s2_B8_autumn,0.048869393097990335,0.048869393097990335,1003,Spectral,B8_autumn
ph,s2_B8_late_summer,-0.06760853258909608,0.06760853258909608,1085,Spectral,B8_late_summer
ph,s2_B8_spring,0.18252648441606936,0.18252648441606936,1085,Spectral,B8_spring
ph,s2_B8_summer,-0.1117573811346214,0.1117573811346214,1085,Spectral,B8_summer
ph,s2_B8A_autumn,0.034807900078374344,0.034807900078374344,1003,Spectral,B8A_autumn
ph,s2_B8A_late_summer,-0.09318836930335717,0.09318836930335717,1085,Spectral,B8A_late_summer
ph,s2_B8A_spring,0.17902942852784268,0.17902942852784268,1085,Spectral,B8A_spring
ph,s2_B8A_summer,-0.13008138382703413,0.13008138382703413,1085,Spectral,B8A_summer
ph,s2_BSI_autumn,-0.2523152740541639,0.2523152740541639,1003,Spectral,BSI_autumn
ph,s2_BSI_late_summer,-0.1316649471321184,0.1316649471321184,1085,Spectral,BSI_late_summer
ph,s2_BSI_spring,-0.4633502247095154,0.4633502247095154,1085,Spectral,BSI_spring
ph,s2_BSI_summer,0.22797781778012752,0.22797781778012752,1085,Spectral,BSI_summer
ph,s2_Cl_Red_Edge_autumn,0.09609788763428073,0.09609788763428073,1003,Spectral,Cl_Red_Edge_autumn
ph,s2_Cl_Red_Edge_late_summer,-0.156890070461442,0.156890070461442,1085,Spectral,Cl_Red_Edge_late_summer
ph,s2_Cl_Red_Edge_spring,-0.4715987445738459,0.4715987445738459,1085,Spectral,Cl_Red_Edge_spring
ph,s2_Cl_Red_Edge_summer,-0.3962652262889908,0.3962652262889908,1085,Spectral,Cl_Red_Edge_summer
ph,s2_EVI_autumn,0.15587872290032534,0.15587872290032534,1003,Spectral,EVI_autumn
ph,s2_EVI_late_summer,-0.141863661391645,0.141863661391645,1085,Spectral,EVI_late_summer
ph,s2_EVI_spring,-0.14461450374004464,0.14461450374004464,1085,Spectral,EVI_spring
ph,s2_EVI_summer,-0.291195518511637,0.291195518511637,1085,Spectral,EVI_summer
ph,s2_GNDVI_autumn,-0.20886071125077033,0.20886071125077033,1003,Spectral,GNDVI_autumn
ph,s2_GNDVI_late_summer,-0.434291116627066,0.434291116627066,1085,Spectral,GNDVI_late_summer
ph,s2_GNDVI_spring,-0.5158386963056187,0.5158386963056187,1085,Spectral,GNDVI_spring
ph,s2_GNDVI_summer,-0.3739630322509011,0.3739630322509011,1085,Spectral,GNDVI_summer
ph,s2_NDRE_autumn,0.026129187573600148,0.026129187573600148,1003,Spectral,NDRE_autumn
ph,s2_NDRE_late_summer,-0.21777167442438536,0.21777167442438536,1085,Spectral,NDRE_late_summer
ph,s2_NDRE_spring,-0.5200608867351344,0.5200608867351344,1085,Spectral,NDRE_spring
ph,s2_NDRE_summer,-0.3873202215746222,0.3873202215746222,1085,Spectral,NDRE_summer
ph,s2_NDVI_autumn,0.06674645808047,0.06674645808047,1003,Spectral,NDVI_autumn
ph,s2_NDVI_late_summer,-0.21828899250673325,0.21828899250673325,1085,Spectral,NDVI_late_summer
ph,s2_NDVI_spring,-0.48950321572482236,0.48950321572482236,1085,Spectral,NDVI_spring
ph,s2_NDVI_summer,-0.38188838642985257,0.38188838642985257,1085,Spectral,NDVI_summer
ph,s2_SAVI_autumn,0.10088273403377129,0.10088273403377129,1003,Spectral,SAVI_autumn
ph,s2_SAVI_late_summer,-0.18049830811002554,0.18049830811002554,1085,Spectral,SAVI_late_summer
ph,s2_SAVI_spring,-0.20999165489007873,0.20999165489007873,1085,Spectral,SAVI_spring
ph,s2_SAVI_summer,-0.2925685608646852,0.2925685608646852,1085,Spectral,SAVI_summer
ph,l8_GNDVI_autumn,-0.2009264463517283,0.2009264463517283,939,Spectral,GNDVI_autumn
ph,l8_GNDVI_late_summer,-0.2661142147444391,0.2661142147444391,1085,Spectral,GNDVI_late_summer
ph,l8_GNDVI_spring,-0.6704083305710761,0.6704083305710761,1085,Spectral,GNDVI_spring
ph,l8_GNDVI_summer,-0.25758778815509276,0.25758778815509276,1085,Spectral,GNDVI_summer
ph,l8_NDVI_autumn,-0.09936217740250813,0.09936217740250813,939,Spectral,NDVI_autumn
ph,l8_NDVI_late_summer,-0.25412625410811046,0.25412625410811046,1085,Spectral,NDVI_late_summer
ph,l8_NDVI_spring,-0.660533626856028,0.660533626856028,1085,Spectral,NDVI_spring
ph,l8_NDVI_summer,-0.24211948945696415,0.24211948945696415,1085,Spectral,NDVI_summer
ph,l8_SAVI_autumn,-0.15059040953795325,0.15059040953795325,939,Spectral,SAVI_autumn
ph,l8_SAVI_late_summer,-0.2728201257305359,0.2728201257305359,1085,Spectral,SAVI_late_summer
ph,l8_SAVI_spring,-0.48181275125506146,0.48181275125506146,1085,Spectral,SAVI_spring
ph,l8_SAVI_summer,-0.1922284923233456,0.1922284923233456,1085,Spectral,SAVI_summer
ph,l8_SR_B2_autumn,0.0016171884043635284,0.0016171884043635284,939,Spectral,SR_B2_autumn
ph,l8_SR_B2_late_summer,0.06409673178563588,0.06409673178563588,1085,Spectral,SR_B2_late_summer
ph,l8_SR_B2_spring,0.5576726450781969,0.5576726450781969,1085,Spectral,SR_B2_spring
ph,l8_SR_B2_summer,0.2698074101004776,0.2698074101004776,1085,Spectral,SR_B2_summer
ph,l8_SR_B3_autumn,0.08204435173542088,0.08204435173542088,939,Spectral,SR_B3_autumn
ph,l8_SR_B3_late_summer,0.19122509706579793,0.19122509706579793,1085,Spectral,SR_B3_late_summer
ph,l8_SR_B3_spring,0.43897169267682784,0.43897169267682784,1085,Spectral,SR_B3_spring
ph,l8_SR_B3_summer,0.34075281046060757,0.34075281046060757,1085,Spectral,SR_B3_summer
ph,l8_SR_B4_autumn,0.08346888956020808,0.08346888956020808,939,Spectral,SR_B4_autumn
ph,l8_SR_B4_late_summer,0.16199548792128204,0.16199548792128204,1085,Spectral,SR_B4_late_summer
ph,l8_SR_B4_spring,0.36703608441291546,0.36703608441291546,1085,Spectral,SR_B4_spring
ph,l8_SR_B4_summer,0.30154416930196487,0.30154416930196487,1085,Spectral,SR_B4_summer
ph,l8_SR_B5_autumn,-0.06343021518485355,0.06343021518485355,939,Spectral,SR_B5_autumn
ph,l8_SR_B5_late_summer,-0.22821493055432288,0.22821493055432288,1085,Spectral,SR_B5_late_summer
ph,l8_SR_B5_spring,0.17295260717903774,0.17295260717903774,1085,Spectral,SR_B5_spring
ph,l8_SR_B5_summer,-0.11899375507788211,0.11899375507788211,1085,Spectral,SR_B5_summer
ph,l8_SR_B6_autumn,-0.1861562717963743,0.1861562717963743,939,Spectral,SR_B6_autumn
ph,l8_SR_B6_late_summer,-0.15878995090132783,0.15878995090132783,1085,Spectral,SR_B6_late_summer
ph,l8_SR_B6_spring,-0.4019093995408428,0.4019093995408428,1085,Spectral,SR_B6_spring
ph,l8_SR_B6_summer,0.12423733767972947,0.12423733767972947,1085,Spectral,SR_B6_summer
ph,l8_SR_B7_autumn,-0.2727871231496509,0.2727871231496509,939,Spectral,SR_B7_autumn
ph,l8_SR_B7_late_summer,-0.1077251518457599,0.1077251518457599,1085,Spectral,SR_B7_late_summer
ph,l8_SR_B7_spring,-0.38138377899306297,0.38138377899306297,1085,Spectral,SR_B7_spring
ph,l8_SR_B7_summer,0.13752136881327143,0.13752136881327143,1085,Spectral,SR_B7_summer
ph,spectral_B11_autumn,0.01599272663663719,0.01599272663663719,1003,Spectral,B11_autumn
ph,spectral_B11_late_summer,-0.14229026331817077,0.14229026331817077,1085,Spectral,B11_late_summer
ph,spectral_B11_spring,-0.11730280970926459,0.11730280970926459,1085,Spectral,B11_spring
ph,spectral_B11_summer,0.27586365747825087,0.27586365747825087,1085,Spectral,B11_summer
ph,spectral_B11_B8_autumn,-0.13488143539679937,0.13488143539679937,1003,Spectral,B11_B8_autumn
ph,spectral_B11_B8_late_summer,-0.06969047780497996,0.06969047780497996,1085,Spectral,B11_B8_late_summer
ph,spectral_B11_B8_spring,-0.423467258552634,0.423467258552634,1085,Spectral,B11_B8_spring
ph,spectral_B11_B8_summer,0.19305820059764156,0.19305820059764156,1085,Spectral,B11_B8_summer
ph,spectral_B12_autumn,-0.006850441865680336,0.006850441865680336,1003,Spectral,B12_autumn
ph,spectral_B12_late_summer,-0.07733224251949775,0.07733224251949775,1085,Spectral,B12_late_summer
ph,spectral_B12_spring,-0.10481162928181804,0.10481162928181804,1085,Spectral,B12_spring
ph,spectral_B12_summer,0.2525877562481765,0.2525877562481765,1085,Spectral,B12_summer
ph,spectral_B2_autumn,0.19207983592182332,0.19207983592182332,1003,Spectral,B2_autumn
ph,spectral_B2_late_summer,0.3950806488736105,0.3950806488736105,1085,Spectral,B2_late_summer
ph,spectral_B2_spring,0.32688097450845094,0.32688097450845094,1085,Spectral,B2_spring
ph,spectral_B2_summer,0.5750730610187225,0.5750730610187225,1085,Spectral,B2_summer
ph,spectral_B3_autumn,0.21148406365359115,0.21148406365359115,1003,Spectral,B3_autumn
ph,spectral_B3_late_summer,0.3849737929816494,0.3849737929816494,1085,Spectral,B3_late_summer
ph,spectral_B3_spring,0.34258954830254396,0.34258954830254396,1085,Spectral,B3_spring
ph,spectral_B3_summer,0.5998225947533997,0.5998225947533997,1085,Spectral,B3_summer
ph,spectral_B3_B4_autumn,0.3714256798654542,0.3714256798654542,1003,Spectral,B3_B4_autumn
ph,spectral_B3_B4_late_summer,0.19470737499960844,0.19470737499960844,1085,Spectral,B3_B4_late_summer
ph,spectral_B3_B4_spring,0.2331533915844078,0.2331533915844078,1085,Spectral,B3_B4_spring
ph,spectral_B3_B4_summer,-0.3136284957943508,0.3136284957943508,1085,Spectral,B3_B4_summer
ph,spectral_B4_autumn,0.07858098406722583,0.07858098406722583,1003,Spectral,B4_autumn
ph,spectral_B4_late_summer,0.25266234456297654,0.25266234456297654,1085,Spectral,B4_late_summer
ph,spectral_B4_spring,0.33152317318760977,0.33152317318760977,1085,Spectral,B4_spring
ph,spectral_B4_summer,0.544910925663468,0.544910925663468,1085,Spectral,B4_summer
ph,spectral_B5_autumn,0.11862307239853698,0.11862307239853698,1003,Spectral,B5_autumn
ph,spectral_B5_late_summer,0.18747108129436274,0.18747108129436274,1085,Spectral,B5_late_summer
ph,spectral_B5_spring,0.30341501774005775,0.30341501774005775,1085,Spectral,B5_spring
ph,spectral_B5_summer,0.5061085484544813,0.5061085484544813,1085,Spectral,B5_summer
ph,spectral_B6_autumn,0.13274488493097306,0.13274488493097306,1003,Spectral,B6_autumn
ph,spectral_B6_late_summer,-0.017005866741064777,0.017005866741064777,1085,Spectral,B6_late_summer
ph,spectral_B6_spring,0.22678847328267746,0.22678847328267746,1085,Spectral,B6_spring
ph,spectral_B6_summer,-0.045588351574438815,0.045588351574438815,1085,Spectral,B6_summer
ph,spectral_B7_autumn,0.1157204683000419,0.1157204683000419,1003,Spectral,B7_autumn
ph,spectral_B7_late_summer,-0.06129434359240099,0.06129434359240099,1085,Spectral,B7_late_summer
ph,spectral_B7_spring,0.20747723149303857,0.20747723149303857,1085,Spectral,B7_spring
ph,spectral_B7_summer,-0.11733830323120956,0.11733830323120956,1085,Spectral,B7_summer
ph,spectral_B8_autumn,0.07460004551204318,0.07460004551204318,1003,Spectral,B8_autumn
ph,spectral_B8_late_summer,-0.06760853258909608,0.06760853258909608,1085,Spectral,B8_late_summer
ph,spectral_B8_spring,0.18252648441606936,0.18252648441606936,1085,Spectral,B8_spring
ph,spectral_B8_summer,-0.1117573811346214,0.1117573811346214,1085,Spectral,B8_summer
ph,spectral_B8A_autumn,0.07474782563121542,0.07474782563121542,1003,Spectral,B8A_autumn
ph,spectral_B8A_late_summer,-0.09318836930335717,0.09318836930335717,1085,Spectral,B8A_late_summer
ph,spectral_B8A_spring,0.17902942852784268,0.17902942852784268,1085,Spectral,B8A_spring
ph,spectral_B8A_summer,-0.13008138382703413,0.13008138382703413,1085,Spectral,B8A_summer
ph,spectral_B8_B4_autumn,0.05294481490550836,0.05294481490550836,1003,Spectral,B8_B4_autumn
ph,spectral_B8_B4_late_summer,-0.2055306950073514,0.2055306950073514,1085,Spectral,B8_B4_late_summer
ph,spectral_B8_B4_spring,-0.4373544105258958,0.4373544105258958,1085,Spectral,B8_B4_spring
ph,spectral_B8_B4_summer,-0.39414079268420416,0.39414079268420416,1085,Spectral,B8_B4_summer
ph,spectral_BSI_autumn,-0.25309197511692455,0.25309197511692455,1003,Spectral,BSI_autumn
ph,spectral_BSI_late_summer,-0.1316649471321184,0.1316649471321184,1085,Spectral,BSI_late_summer
ph,spectral_BSI_spring,-0.4633502247095154,0.4633502247095154,1085,Spectral,BSI_spring
ph,spectral_BSI_summer,0.22797781778012752,0.22797781778012752,1085,Spectral,BSI_summer
ph,spectral_Cl_Red_Edge_autumn,0.11525931454714426,0.11525931454714426,1003,Spectral,Cl_Red_Edge_autumn
ph,spectral_Cl_Red_Edge_late_summer,-0.156890070461442,0.156890070461442,1085,Spectral,Cl_Red_Edge_late_summer
ph,spectral_Cl_Red_Edge_spring,-0.4715987445738459,0.4715987445738459,1085,Spectral,Cl_Red_Edge_spring
ph,spectral_Cl_Red_Edge_summer,-0.3962652262889908,0.3962652262889908,1085,Spectral,Cl_Red_Edge_summer
ph,spectral_EVI_autumn,0.19871193082514804,0.19871193082514804,1003,Spectral,EVI_autumn
ph,spectral_EVI_late_summer,-0.08880002954411989,0.08880002954411989,1085,Spectral,EVI_late_summer
ph,spectral_EVI_spring,-0.5161358743138929,0.5161358743138929,1085,Spectral,EVI_spring
ph,spectral_EVI_summer,-0.40706241702313173,0.40706241702313173,1085,Spectral,EVI_summer
ph,spectral_GNDVI_autumn,-0.2189104222062723,0.2189104222062723,1003,Spectral,GNDVI_autumn
ph,spectral_GNDVI_late_summer,-0.434291116627066,0.434291116627066,1085,Spectral,GNDVI_late_summer
ph,spectral_GNDVI_spring,-0.5158386963056187,0.5158386963056187,1085,Spectral,GNDVI_spring
ph,spectral_GNDVI_summer,-0.3739630322509011,0.3739630322509011,1085,Spectral,GNDVI_summer
ph,spectral_NDRE_autumn,0.015525714707115813,0.015525714707115813,1003,Spectral,NDRE_autumn
ph,spectral_NDRE_late_summer,-0.21777167442438536,0.21777167442438536,1085,Spectral,NDRE_late_summer
ph,spectral_NDRE_spring,-0.5200608867351344,0.5200608867351344,1085,Spectral,NDRE_spring
ph,spectral_NDRE_summer,-0.3873202215746222,0.3873202215746222,1085,Spectral,NDRE_summer
ph,spectral_NDVI_autumn,0.07438587272446841,0.07438587272446841,1003,Spectral,NDVI_autumn
ph,spectral_NDVI_late_summer,-0.21828899250673325,0.21828899250673325,1085,Spectral,NDVI_late_summer
ph,spectral_NDVI_spring,-0.48950321572482236,0.48950321572482236,1085,Spectral,NDVI_spring
ph,spectral_NDVI_summer,-0.38188838642985257,0.38188838642985257,1085,Spectral,NDVI_summer
ph,spectral_PCA_1_autumn,0.2693552945745118,0.2693552945745118,1003,Spectral,PCA_1_autumn
ph,spectral_PCA_1_late_summer,0.3333827175053491,0.3333827175053491,1085,Spectral,PCA_1_late_summer
ph,spectral_PCA_1_spring,0.2971819686034602,0.2971819686034602,911,Spectral,PCA_1_spring
ph,spectral_PCA_1_summer,0.44002756831609174,0.44002756831609174,1085,Spectral,PCA_1_summer
ph,spectral_PCA_2_autumn,-0.14998232779503273,0.14998232779503273,1003,Spectral,PCA_2_autumn
ph,spectral_PCA_2_late_summer,0.1352238901293534,0.1352238901293534,1085,Spectral,PCA_2_late_summer
ph,spectral_PCA_2_spring,-0.19345337272250018,0.19345337272250018,911,Spectral,PCA_2_spring
ph,spectral_PCA_2_summer,0.12719011079267323,0.12719011079267323,1085,Spectral,PCA_2_summer
ph,spectral_PCA_3_autumn,-0.22636479968323345,0.22636479968323345,1003,Spectral,PCA_3_autumn
ph,spectral_PCA_3_late_summer,-0.3552425357671337,0.3552425357671337,1085,Spectral,PCA_3_late_summer
ph,spectral_PCA_3_spring,-0.19363978274194804,0.19363978274194804,911,Spectral,PCA_3_spring
ph,spectral_PCA_3_summer,-0.24892482006357272,0.24892482006357272,1085,Spectral,PCA_3_summer
ph,spectral_PCA_4_autumn,0.26678308327730343,0.26678308327730343,1003,Spectral,PCA_4_autumn
ph,spectral_PCA_4_late_summer,0.2668572706823803,0.2668572706823803,1085,Spectral,PCA_4_late_summer
ph,spectral_PCA_4_spring,0.2172106562475966,0.2172106562475966,911,Spectral,PCA_4_spring
ph,spectral_PCA_4_summer,-0.06662411598204586,0.06662411598204586,1085,Spectral,PCA_4_summer
ph,spectral_PCA_5_autumn,-0.2870210650988078,0.2870210650988078,1003,Spectral,PCA_5_autumn
ph,spectral_PCA_5_late_summer,0.16960326003672435,0.16960326003672435,1085,Spectral,PCA_5_late_summer
ph,spectral_PCA_5_spring,-0.3995715822893567,0.3995715822893567,911,Spectral,PCA_5_spring
ph,spectral_PCA_5_summer,-0.02235493873326721,0.02235493873326721,1085,Spectral,PCA_5_summer
ph,spectral_SAVI_autumn,0.07452934729282952,0.07452934729282952,1003,Spectral,SAVI_autumn
ph,spectral_SAVI_late_summer,-0.21828899250673325,0.21828899250673325,1085,Spectral,SAVI_late_summer
ph,spectral_SAVI_spring,-0.48950321572482236,0.48950321572482236,1085,Spectral,SAVI_spring
ph,spectral_SAVI_summer,-0.38188838642985257,0.38188838642985257,1085,Spectral,SAVI_summer
ph,glcm_glcm_nir_asm_autumn,-0.4138033712634067,0.4138033712634067,1003,Texture (GLCM),nir_asm_autumn
ph,glcm_glcm_nir_asm_late_summer,-0.37194864744367684,0.37194864744367684,1085,Texture (GLCM),nir_asm_late_summer
ph,glcm_glcm_nir_asm_spring,-0.4011146467218028,0.4011146467218028,1085,Texture (GLCM),nir_asm_spring
ph,glcm_glcm_nir_asm_summer,-0.21238281853637514,0.21238281853637514,1085,Texture (GLCM),nir_asm_summer
ph,glcm_glcm_nir_contrast_autumn,-0.2649663378990494,0.2649663378990494,1003,Texture (GLCM),nir_contrast_autumn
ph,glcm_glcm_nir_contrast_late_summer,-0.1392256525719177,0.1392256525719177,1085,Texture (GLCM),nir_contrast_late_summer
ph,glcm_glcm_nir_contrast_spring,-0.05049199402588163,0.05049199402588163,1085,Texture (GLCM),nir_contrast_spring
ph,glcm_glcm_nir_contrast_summer,-0.2670798839752705,0.2670798839752705,1085,Texture (GLCM),nir_contrast_summer
ph,glcm_glcm_nir_ent_autumn,0.4276692334306331,0.4276692334306331,1003,Texture (GLCM),nir_ent_autumn
ph,glcm_glcm_nir_ent_late_summer,0.39158619836093084,0.39158619836093084,1085,Texture (GLCM),nir_ent_late_summer
ph,glcm_glcm_nir_ent_spring,0.41996287268573973,0.41996287268573973,1085,Texture (GLCM),nir_ent_spring
ph,glcm_glcm_nir_ent_summer,0.2680327953617114,0.2680327953617114,1085,Texture (GLCM),nir_ent_summer
ph,glcm_glcm_nir_idm_autumn,-0.4103015909489102,0.4103015909489102,1003,Texture (GLCM),nir_idm_autumn
ph,glcm_glcm_nir_idm_late_summer,-0.3272774211009732,0.3272774211009732,1085,Texture (GLCM),nir_idm_late_summer
ph,glcm_glcm_nir_idm_spring,-0.4501135764837933,0.4501135764837933,1085,Texture (GLCM),nir_idm_spring
ph,glcm_glcm_nir_idm_summer,-0.2622654048380647,0.2622654048380647,1085,Texture (GLCM),nir_idm_summer
ph,glcm_glcm_red_asm_autumn,-0.42948982454359236,0.42948982454359236,1003,Texture (GLCM),red_asm_autumn
ph,glcm_glcm_red_asm_late_summer,-0.3296390052390211,0.3296390052390211,1085,Texture (GLCM),red_asm_late_summer
ph,glcm_glcm_red_asm_spring,-0.3970637455748543,0.3970637455748543,1085,Texture (GLCM),red_asm_spring
ph,glcm_glcm_red_asm_summer,-0.4364271186656674,0.4364271186656674,1085,Texture (GLCM),red_asm_summer
ph,glcm_glcm_red_contrast_autumn,-0.13882111590683066,0.13882111590683066,1003,Texture (GLCM),red_contrast_autumn
ph,glcm_glcm_red_contrast_late_summer,-0.23617840723018257,0.23617840723018257,1085,Texture (GLCM),red_contrast_late_summer
ph,glcm_glcm_red_contrast_spring,-0.009014632431886195,0.009014632431886195,1085,Texture (GLCM),red_contrast_spring
ph,glcm_glcm_red_contrast_summer,0.08679209209739787,0.08679209209739787,1085,Texture (GLCM),red_contrast_summer
ph,glcm_glcm_red_ent_autumn,0.4492196020784391,0.4492196020784391,1003,Texture (GLCM),red_ent_autumn
ph,glcm_glcm_red_ent_late_summer,0.34243087054798704,0.34243087054798704,1085,Texture (GLCM),red_ent_late_summer
ph,glcm_glcm_red_ent_spring,0.40934489591812145,0.40934489591812145,1085,Texture (GLCM),red_ent_spring
ph,glcm_glcm_red_ent_summer,0.44428493603537544,0.44428493603537544,1085,Texture (GLCM),red_ent_summer
ph,glcm_glcm_red_idm_autumn,-0.4311269609735156,0.4311269609735156,1003,Texture (GLCM),red_idm_autumn
ph,glcm_glcm_red_idm_late_summer,-0.278369688922895,0.278369688922895,1085,Texture (GLCM),red_idm_late_summer
ph,glcm_glcm_red_idm_spring,-0.4493452030921669,0.4493452030921669,1085,Texture (GLCM),red_idm_spring
ph,glcm_glcm_red_idm_summer,-0.44244564945649084,0.44244564945649084,1085,Texture (GLCM),red_idm_summer
ph,topo_DEM,0.3821844033468503,0.3821844033468503,1085,Topographic,DEM
ph,topo_TPI,-0.16995613738708254,0.16995613738708254,1085,Topographic,TPI
ph,topo_TWI,-0.4439952112677365,0.4439952112677365,1085,Topographic,TWI
ph,topo_aspect_cos,-0.4253719792034456,0.4253719792034456,1085,Topographic,aspect_cos
ph,topo_aspect_sin,-0.5197078284807495,0.5197078284807495,1085,Topographic,aspect_sin
ph,topo_plan_curvature,0.057222556962127136,0.057222556962127136,1085,Topographic,plan_curvature
ph,topo_profile_curvature,-0.050199266867500404,0.050199266867500404,1085,Topographic,profile_curvature
ph,topo_slope,0.6085120034120687,0.6085120034120687,1085,Topographic,slope
ph,climate_MAT,-0.06190838359081254,0.06190838359081254,1085,Climate,MAT
ph,climate_MAP,0.65869889695792,0.65869889695792,1085,Climate,MAP
ph,climate_GS_temp,-0.2666577224781924,0.2666577224781924,1085,Climate,GS_temp
ph,climate_GS_precip,-0.05455424876648704,0.05455424876648704,1085,Climate,GS_precip
ph,cs_GNDVI_diff_autumn,-0.13831804759042168,0.13831804759042168,877,Other,cs_GNDVI_diff_autumn
ph,cs_GNDVI_diff_late_summer,-0.10000893097317272,0.10000893097317272,1085,Other,cs_GNDVI_diff_late_summer
ph,cs_GNDVI_diff_spring,0.1495394847836036,0.1495394847836036,1085,Other,cs_GNDVI_diff_spring
ph,cs_GNDVI_diff_summer,-0.18704168519696043,0.18704168519696043,1085,Other,cs_GNDVI_diff_summer
ph,cs_GNDVI_ratio_autumn,-0.14608806461082083,0.14608806461082083,877,Other,cs_GNDVI_ratio_autumn
ph,cs_GNDVI_ratio_late_summer,-0.1732850757542776,0.1732850757542776,1085,Other,cs_GNDVI_ratio_late_summer
ph,cs_GNDVI_ratio_spring,0.031272837158203656,0.031272837158203656,1085,Other,cs_GNDVI_ratio_spring
ph,cs_GNDVI_ratio_summer,-0.23797016930475012,0.23797016930475012,1085,Other,cs_GNDVI_ratio_summer
ph,cs_NDVI_diff_autumn,0.19590101017030886,0.19590101017030886,877,Other,cs_NDVI_diff_autumn
ph,cs_NDVI_diff_late_summer,0.15105863112226434,0.15105863112226434,1085,Other,cs_NDVI_diff_late_summer
ph,cs_NDVI_diff_spring,0.18535679071865324,0.18535679071865324,1085,Other,cs_NDVI_diff_spring
ph,cs_NDVI_diff_summer,-0.1858376854620584,0.1858376854620584,1085,Other,cs_NDVI_diff_summer
ph,cs_NDVI_ratio_autumn,0.16839189235479896,0.16839189235479896,877,Other,cs_NDVI_ratio_autumn
ph,cs_NDVI_ratio_late_summer,0.03966343022786196,0.03966343022786196,1085,Other,cs_NDVI_ratio_late_summer
ph,cs_NDVI_ratio_spring,-0.02056506933187781,0.02056506933187781,1085,Other,cs_NDVI_ratio_spring
ph,cs_NDVI_ratio_summer,-0.23022616719942787,0.23022616719942787,1085,Other,cs_NDVI_ratio_summer
ph,cs_SAVI_diff_autumn,0.016053577312834185,0.016053577312834185,877,Other,cs_SAVI_diff_autumn
ph,cs_SAVI_diff_late_summer,-0.13869901744005927,0.13869901744005927,1085,Other,cs_SAVI_diff_late_summer
ph,cs_SAVI_diff_spring,-0.257910939680822,0.257910939680822,1085,Other,cs_SAVI_diff_spring
ph,cs_SAVI_diff_summer,-0.3834756265239788,0.3834756265239788,1085,Other,cs_SAVI_diff_summer
ph,cs_SAVI_ratio_autumn,0.19958274766161224,0.19958274766161224,877,Other,cs_SAVI_ratio_autumn
ph,cs_SAVI_ratio_late_summer,0.1924829742678545,0.1924829742678545,1085,Other,cs_SAVI_ratio_late_summer
ph,cs_SAVI_ratio_spring,-0.23942473820095728,0.23942473820095728,1085,Other,cs_SAVI_ratio_spring
